# Time-averaged data for fix rdf_fix
# TimeStep Number-of-rows
# Row c_rdfOO[1] c_rdfOO[2] c_rdfOO[3] c_rdfOH[1] c_rdfOH[2] c_rdfOH[3]
10000 100
37 4.49286 1.1814 12.66 4.49286 0.968643 24.822
38 4.61595 1.29031 14.078 4.61595 1.0363 27.102
39 4.73904 1.22242 15.494 4.73904 1.01982 29.467
40 4.86213 1.05962 16.786 4.86213 1.03603 31.996
41 4.98523 1.05475 18.138 4.98523 1.0046 34.574
42 5.10832 1.01048 19.498 5.10832 1.04955 37.402
43 5.23141 0.882724 20.744 5.23141 1.034 40.324
44 5.3545 0.866952 22.026 5.3545 1.00931 43.312
45 5.47759 0.784486 23.24 5.47759 1.02191 46.478
46 5.60069 0.733076 24.426 5.60069 0.969768 49.619
47 5.72378 0.826166 25.822 5.72378 0.961912 52.873
48 5.84687 0.842792 27.308 5.84687 0.943368 56.203
49 5.96996 0.949839 29.054 5.96996 0.943727 59.676
50 6.09305 0.958854 30.89 6.09305 0.931547 63.247
51 6.21615 1.04369 32.97 6.21615 0.920836 66.921
52 6.33924 0.996798 35.036 6.33924 0.945191 70.843
53 6.46233 1.05297 37.304 6.46233 0.967968 75.017
54 6.58542 1.11323 39.794 6.58542 0.986834 79.436
55 6.70851 1.06327 42.262 6.70851 0.995714 84.063
56 6.83161 1.11255 44.94 6.83161 1.00124 88.888
57 6.9547 1.08474 47.646 6.9547 1.05542 94.159
58 7.07779 1.00089 50.232 7.07779 1.0345 99.51
59 7.20088 1.01707 52.952 7.20088 1.05658 105.167
60 7.32397 0.989678 55.69 7.32397 1.0239 110.838
61 7.44707 0.990795 58.524 7.44707 1.02508 116.708
62 7.57016 0.979137 61.418 7.57016 1.00317 122.644
63 7.69325 0.991298 64.444 7.69325 1.0376 128.985
64 7.81634 0.957784 67.462 7.81634 1.0196 135.417
65 7.93943 0.985528 70.666 7.93943 1.0228 142.074
66 8.06253 0.964018 73.898 8.06253 0.973483 148.608
67 8.18562 1.00932 77.386 8.18562 1.006 155.568
68 8.30871 1.04929 81.122 8.30871 0.973608 162.508
69 8.4318 1.01997 84.862 8.4318 0.995929 169.819
70 8.55489 1.01467 88.692 8.55489 0.991824 177.314
71 8.67799 1.0036 92.59 8.67799 0.981249 184.944
72 8.80108 1.02429 96.682 8.80108 0.99788 192.925
73 8.92417 1.04199 100.962 8.92417 0.996202 201.117
74 9.04726 0.986831 105.128 9.04726 0.995073 209.527
75 9.17035 0.969278 109.332 9.17035 1.01299 218.323
76 9.29345 1.01426 113.85 9.29345 0.984543 227.103
77 9.41654 0.948561 118.188 9.41654 1.00539 236.308
78 9.53963 0.966425 122.724 9.53963 0.999727 245.702
79 9.66272 0.968541 127.388 9.66272 0.993297 255.278
80 9.78581 0.980369 132.23 9.78581 0.984951 265.017
81 9.90891 0.988944 137.238 9.90891 0.995452 275.109
82 10.032 1.03303 142.6 10.032 1.00996 285.604
83 10.1551 1.01603 148.004 10.1551 1.01351 296.396
84 10.2782 1.01827 153.552 10.2782 0.996716 307.268
85 10.4013 0.977465 159.006 10.4013 0.993944 318.371
86 10.5244 0.991846 164.672 10.5244 0.972842 329.497
87 10.6475 1.0248 170.664 10.6475 1.00515 341.263
88 10.7706 1.02491 176.796 10.7706 1.01245 353.39
89 10.8936 1.01528 183.01 10.8936 1.00373 365.689
90 11.0167 1.0007 189.274 11.0167 1.01606 378.422
91 11.1398 1.00684 195.718 11.1398 0.990376 391.112
92 11.2629 1.01582 202.364 11.2629 1.01878 404.456
93 11.386 1.01552 209.154 11.386 1.00053 417.849
94 11.5091 0.997131 215.966 11.5091 1.00023 431.529
95 11.6322 0.984737 222.838 11.6322 1.00043 445.506
96 11.7553 0.988917 229.886 11.7553 0.98947 459.624
97 11.8784 1.00068 237.168 11.8784 1.00888 474.322
98 12.0015 0.980263 244.45 12.0015 0.980627 488.906
99 12.1246 0.988949 251.948 12.1246 0.999358 504.075
100 12.2477 0.98675 259.582 12.2477 0.997062 519.518
32700 100
1 0.061546 0 0 0.061546 0 0
2 0.184638 0 0 0.184638 0 0
3 0.30773 0 0 0.30773 0 0
4 0.430822 0 0 0.430822 0 0
5 0.553914 0 0 0.553914 0 0
6 0.677006 0 0 0.677006 0 0
7 0.800098 0 0 0.800098 0 0
8 0.92319 0 0 0.92319 0 0
9 1.04628 0 0 1.04628 0 0
10 1.16937 0 0 1.16937 0 0
11 1.29247 0 0 1.29247 0 0
12 1.41556 0 0 1.41556 0 0
13 1.53865 0 0 1.53865 0.0407778 0.01
14 1.66174 0 0 1.66174 0.867083 0.258
15 1.78483 0 0 1.78483 1.98825 0.914
16 1.90793 0 0 1.90793 1.40054 1.442
17 2.03102 0 0 2.03102 0.669485 1.728
18 2.15411 0 0 2.15411 0.230996 1.839
19 2.2772 0 0 2.2772 0.165736 1.928
20 2.40029 0 0 2.40029 0.0921878 1.983
21 2.52339 0.333994 0.11 2.52339 0.0849316 2.039
22 2.64648 2.5562 1.036 2.64648 0.201314 2.185
23 2.76957 3.75569 2.526 2.76957 0.468362 2.557
24 2.89266 1.90399 3.35 2.89266 0.835627 3.281
25 3.01575 0.905643 3.776 3.01575 1.40064 4.6
26 3.13885 0.569117 4.066 3.13885 1.59978 6.232
27 3.26194 0.574227 4.382 3.26194 1.56575 7.957
28 3.38503 0.539979 4.702 3.38503 1.3368 9.543
29 3.50812 0.556172 5.056 3.50812 1.18343 11.051
30 3.63121 0.753733 5.57 3.63121 1.02253 12.447
31 3.75431 0.891691 6.22 3.75431 0.989473 13.891
32 3.8774 0.938869 6.95 3.8774 1.03879 15.508
33 4.00049 1.0753 7.84 4.00049 0.961369 17.101
34 4.12358 1.24404 8.934 4.12358 1.01957 18.896
35 4.24667 1.20943 10.062 4.24667 1.06415 20.883
36 4.36977 1.26985 11.316 4.36977 1.02124 22.902
37 4.49286 1.29127 12.664 4.49286 0.968919 24.927
38 4.61595 1.30863 14.106 4.61595 1.03489 27.21
39 4.73904 1.22087 15.524 4.73904 1.01236 29.564
40 4.86213 1.10586 16.876 4.86213 1.01854 32.057
41 4.98523 1.03636 18.208 4.98523 1.05282 34.766
42 5.10832 0.947008 19.486 5.10832 1.02601 37.538
43 5.23141 0.914274 20.78 5.23141 1.04994 40.513
44 5.3545 0.836303 22.02 5.3545 0.985043 43.437
45 5.47759 0.806874 23.272 5.47759 0.972496 46.458
46 5.60069 0.780429 24.538 5.60069 0.992728 49.682
47 5.72378 0.81569 25.92 5.72378 0.944889 52.887
48 5.84687 0.845059 27.414 5.84687 0.943101 56.225
49 5.96996 0.919082 29.108 5.96996 0.932526 59.666
50 6.09305 0.889616 30.816 6.09305 0.951426 63.323
51 6.21615 1.02988 32.874 6.21615 0.942116 67.092
52 6.33924 1.07015 35.098 6.33924 0.955638 71.068
53 6.46233 1.08627 37.444 6.46233 0.964681 75.239
54 6.58542 1.05139 39.802 6.58542 0.984859 79.661
55 6.70851 1.09136 42.342 6.70851 0.994764 84.296
56 6.83161 1.07476 44.936 6.83161 1.00498 89.152
57 6.9547 1.09462 47.674 6.9547 1.03861 94.353
58 7.07779 1.02677 50.334 7.07779 1.04908 99.794
59 7.20088 0.998684 53.012 7.20088 1.05264 105.445
60 7.32397 1.01298 55.822 7.32397 1.01431 111.078
61 7.44707 1.03626 58.794 7.44707 1.04445 117.075
62 7.57016 0.981238 61.702 7.57016 1.02425 123.152
63 7.69325 0.995831 64.75 7.69325 1.0482 129.575
64 7.81634 0.971044 67.818 7.81634 1.00296 135.919
65 7.93943 0.959574 70.946 7.93943 0.991712 142.391
66 8.06253 0.992968 74.284 8.06253 0.99985 149.12
67 8.18562 0.993343 77.726 8.18562 0.991485 155.998
68 8.30871 0.995501 81.28 8.30871 0.990588 163.078
69 8.4318 1.00908 84.99 8.4318 0.986604 170.34
70 8.55489 1.02992 88.888 8.55489 0.978609 177.755
71 8.67799 1.0117 92.828 8.67799 0.981442 185.407
72 8.80108 1.00656 96.86 8.80108 0.991217 193.356
73 8.92417 1.04892 101.18 8.92417 0.988318 201.505
74 9.04726 0.98277 105.34 9.04726 1.00527 210.024
75 9.17035 0.97312 109.572 9.17035 1.00982 218.816
76 9.29345 0.973037 113.918 9.29345 1.00371 227.791
77 9.41654 0.982221 118.422 9.41654 0.984289 236.827
78 9.53963 0.962987 122.954 9.53963 0.994608 246.198
79 9.66272 1.00778 127.82 9.66272 0.992395 255.791
80 9.78581 1.01005 132.822 9.78581 1.00551 265.76
81 9.90891 0.999687 137.898 9.90891 1.00262 275.952
82 10.032 0.9999 143.102 10.032 0.998612 286.357
83 10.1551 0.964931 148.248 10.1551 0.983916 296.862
84 10.2782 1.00602 153.744 10.2782 0.990572 307.696
85 10.4013 1.02239 159.464 10.4013 1.0153 319.068
86 10.5244 1.02341 165.326 10.5244 1.0114 330.666
87 10.6475 0.977366 171.056 10.6475 0.981927 342.191
88 10.7706 1.00383 177.078 10.7706 1.01407 354.37
89 10.8936 1.02592 183.374 10.8936 0.992581 366.565
90 11.0167 1.02033 189.778 11.0167 1.02114 379.396
91 11.1398 1.01754 196.308 11.1398 1.00329 392.286
92 11.2629 0.975603 202.708 11.2629 0.993663 405.336
93 11.386 1.01906 209.54 11.386 1.02385 419.078
94 11.5091 1.03037 216.598 11.5091 0.997184 432.753
95 11.6322 0.986672 223.502 11.6322 1.01181 446.927
96 11.7553 0.978712 230.496 11.7553 0.998562 461.213
97 11.8784 1.00266 237.812 11.8784 0.990091 475.676
98 12.0015 0.986497 245.16 12.0015 0.980414 490.296
99 12.1246 0.99735 252.742 12.1246 0.987548 505.326
100 12.2477 0.997771 260.482 12.2477 0.997997 520.825
32800 100
1 0.061546 0 0 0.061546 0 0
2 0.184638 0 0 0.184638 0 0
3 0.30773 0 0 0.30773 0 0
4 0.430822 0 0 0.430822 0 0
5 0.553914 0 0 0.553914 0 0
6 0.677006 0 0 0.677006 0 0
7 0.800098 0 0 0.800098 0 0
8 0.92319 0 0 0.92319 0 0
9 1.04628 0 0 1.04628 0 0
10 1.16937 0 0 1.16937 0 0
11 1.29247 0 0 1.29247 0 0
12 1.41556 0 0 1.41556 0 0
13 1.53865 0 0 1.53865 0.0487811 0.012
14 1.66174 0 0 1.66174 0.920153 0.276
15 1.78483 0 0 1.78483 1.98206 0.932
16 1.90793 0 0 1.90793 1.36974 1.45
17 2.03102 0 0 2.03102 0.660401 1.733
18 2.15411 0 0 2.15411 0.269694 1.863
19 2.2772 0 0 2.2772 0.111384 1.923
20 2.40029 0 0 2.40029 0.070179 1.965
21 2.52339 0.363223 0.12 2.52339 0.11037 2.038
22 2.64648 2.74639 1.118 2.64648 0.200687 2.184
23 2.76957 3.54298 2.528 2.76957 0.450588 2.543
24 2.89266 1.92111 3.362 2.89266 0.861792 3.292
25 3.01575 0.843485 3.76 3.01575 1.41428 4.628
26 3.13885 0.633863 4.084 3.13885 1.60555 6.271
27 3.26194 0.478241 4.348 3.26194 1.50206 7.931
28 3.38503 0.551756 4.676 3.38503 1.33768 9.523
29 3.50812 0.660944 5.098 3.50812 1.18522 11.038
30 3.63121 0.757235 5.616 3.63121 1.03176 12.451
31 3.75431 0.869771 6.252 3.75431 1.06632 14.012
32 3.8774 0.933384 6.98 3.8774 0.97792 15.539
33 4.00049 0.997277 7.808 4.00049 1.01553 17.227
34 4.12358 1.17442 8.844 4.12358 1.01527 19.02
35 4.24667 1.27407 10.036 4.24667 1.00692 20.906
36 4.36977 1.40319 11.426 4.36977 1.04932 22.987
37 4.49286 1.32927 12.818 4.49286 0.970674 25.022
38 4.61595 1.30818 14.264 4.61595 0.996872 27.228
39 4.73904 1.13983 15.592 4.73904 1.03108 29.633
40 4.86213 1.10405 16.946 4.86213 1.02841 32.158
41 4.98523 1.03314 18.278 4.98523 1.07743 34.939
42 5.10832 0.951448 19.566 5.10832 0.987026 37.614
43 5.23141 0.795916 20.696 5.23141 1.05441 40.611
44 5.3545 0.875387 21.998 5.3545 0.994404 43.572
45 5.47759 0.849336 23.32 5.47759 0.988083 46.651
46 5.60069 0.76571 24.566 5.60069 0.975212 49.828
47 5.72378 0.813152 25.948 5.72378 0.952823 53.07
48 5.84687 0.89769 27.54 5.84687 0.917071 56.326
49 5.96996 0.872954 29.154 5.96996 0.9715 59.922
50 6.09305 0.958502 31 6.09305 0.943798 63.561
51 6.21615 1.02369 33.052 6.21615 0.931709 67.3
52 6.33924 1.07642 35.296 6.33924 0.957936 71.298
53 6.46233 1.07273 37.62 6.46233 0.982892 75.561
54 6.58542 1.10057 40.096 6.58542 0.982238 79.985
55 6.70851 1.0477 42.542 6.70851 0.96899 84.514
56 6.83161 1.07224 45.138 6.83161 1.02083 89.462
57 6.9547 1.08962 47.872 6.9547 1.04534 94.713
58 7.07779 1.04744 50.594 7.07779 1.04658 100.158
59 7.20088 0.995577 53.272 7.20088 1.00758 105.584
60 7.32397 1.02349 56.12 7.32397 1.03359 111.342
61 7.44707 0.97742 58.932 7.44707 1.04051 117.335
62 7.57016 0.929747 61.696 7.57016 1.0424 123.539
63 7.69325 1.00511 64.782 7.69325 1.00492 129.716
64 7.81634 0.964867 67.84 7.81634 1.02095 136.194
65 7.93943 0.999403 71.108 7.93943 1.01475 142.837
66 8.06253 0.979796 74.412 8.06253 1.01422 149.684
67 8.18562 1.01845 77.952 8.18562 1.00076 156.648
68 8.30871 1.01139 81.574 8.30871 0.993922 163.774
69 8.4318 1.02926 85.37 8.4318 0.991796 171.097
70 8.55489 1.02724 89.27 8.55489 0.970039 178.47
71 8.67799 1.0152 93.236 8.67799 0.976727 186.109
72 8.80108 1.02135 97.34 8.80108 0.990619 194.078
73 8.92417 1.02919 101.592 8.92417 0.999631 202.346
74 9.04726 0.965582 105.692 9.04726 0.999907 210.846
75 9.17035 0.986138 109.994 9.17035 0.980687 219.411
76 9.29345 0.956171 114.278 9.29345 0.999364 228.375
77 9.41654 0.97873 118.78 9.41654 0.997189 237.558
78 9.53963 0.973971 123.378 9.53963 1.00791 247.084
79 9.66272 0.986065 128.154 9.66272 0.984357 256.629
80 9.78581 0.989194 133.068 9.78581 1.00168 266.591
81 9.90891 1.00364 138.18 9.90891 0.993717 276.724
82 10.032 0.992575 143.362 10.032 0.976944 286.935
83 10.1551 0.997445 148.698 10.1551 0.999809 297.643
84 10.2782 1.01092 154.238 10.2782 0.982568 308.423
85 10.4013 0.994978 159.822 10.4013 1.00457 319.71
86 10.5244 0.992377 165.524 10.5244 1.01964 331.439
87 10.6475 1.03248 171.596 10.6475 1.01013 343.332
88 10.7706 1.01201 177.686 10.7706 1.01216 355.526
89 10.8936 1.04092 184.094 10.8936 0.992252 367.755
90 11.0167 1.00286 190.408 11.0167 1.01209 380.512
91 11.1398 0.996355 196.822 11.1398 1.01173 393.551
92 11.2629 0.994147 203.364 11.2629 1.01107 406.871
93 11.386 1.03373 210.316 11.386 1.0197 420.6
94 11.5091 0.99253 217.136 11.5091 1.01189 434.52
95 11.6322 1.0101 224.226 11.6322 0.991372 448.451
96 11.7553 0.998266 231.382 11.7553 0.981729 462.54
97 11.8784 1.00474 238.736 11.8784 0.98121 476.918
98 12.0015 0.987176 246.112 12.0015 0.998155 491.849
99 12.1246 0.973265 253.534 12.1246 1.00399 507.177
100 12.2477 1.00469 261.352 12.2477 0.993351 522.652
32900 100
1 0.061546 0 0 0.061546 0 0
2 0.184638 0 0 0.184638 0 0
3 0.30773 0 0 0.30773 0 0
4 0.430822 0 0 0.430822 0 0
5 0.553914 0 0 0.553914 0 0
6 0.677006 0 0 0.677006 0 0
7 0.800098 0 0 0.800098 0 0
8 0.92319 0 0 0.92319 0 0
9 1.04628 0 0 1.04628 0 0
10 1.16937 0 0 1.16937 0 0
11 1.29247 0 0 1.29247 0 0
12 1.41556 0 0 1.41556 0 0
13 1.53865 0 0 1.53865 0.0405947 0.01
14 1.66174 0 0 1.66174 0.852748 0.255
15 1.78483 0 0 1.78483 1.9401 0.898
16 1.90793 0 0 1.90793 1.41273 1.433
17 2.03102 0 0 2.03102 0.708424 1.737
18 2.15411 0 0 2.15411 0.271392 1.868
19 2.2772 0 0 2.2772 0.103815 1.924
20 2.40029 0.00668114 0.002 2.40029 0.0951111 1.981
21 2.52339 0.33854 0.114 2.52339 0.122296 2.062
22 2.64648 2.52274 1.032 2.64648 0.212764 2.217
23 2.76957 3.65351 2.488 2.76957 0.419884 2.552
24 2.89266 2.10247 3.402 2.89266 0.908858 3.343
25 3.01575 0.884645 3.82 3.01575 1.35841 4.628
26 3.13885 0.515766 4.084 3.13885 1.64919 6.318
27 3.26194 0.546322 4.386 3.26194 1.57769 8.064
28 3.38503 0.614827 4.752 3.38503 1.32744 9.646
29 3.50812 0.641261 5.162 3.50812 1.19608 11.177
30 3.63121 0.726991 5.66 3.63121 1.08137 12.66
31 3.75431 0.860374 6.29 3.75431 0.983665 14.102
32 3.8774 0.893682 6.988 3.8774 0.928602 15.554
33 4.00049 1.14504 7.94 4.00049 0.995502 17.211
34 4.12358 1.12752 8.936 4.12358 1.00255 18.984
35 4.24667 1.29366 10.148 4.24667 1.00233 20.864
36 4.36977 1.25608 11.394 4.36977 1.00859 22.867
37 4.49286 1.30073 12.758 4.49286 1.02077 25.01
38 4.61595 1.23951 14.13 4.61595 1.01941 27.269
39 4.73904 1.17253 15.498 4.73904 0.996685 29.597
40 4.86213 1.06018 16.8 4.86213 1.04122 32.157
41 4.98523 1.11226 18.236 4.98523 1.03532 34.833
42 5.10832 0.930952 19.498 5.10832 1.06046 37.711
43 5.23141 0.898914 20.776 5.23141 1.02625 40.632
44 5.3545 0.816434 21.992 5.3545 1.00376 43.625
45 5.47759 0.88024 23.364 5.47759 1.00274 46.754
46 5.60069 0.772015 24.622 5.60069 0.968651 49.914
47 5.72378 0.816728 26.012 5.72378 0.949157 53.148
48 5.84687 0.864914 27.548 5.84687 0.943929 56.504
49 5.96996 0.9398 29.288 5.96996 0.928339 59.945
50 6.09305 0.953028 31.126 6.09305 0.933686 63.55
51 6.21615 1.03722 33.208 6.21615 0.957295 67.397
52 6.33924 1.02032 35.338 6.33924 0.972403 71.461
53 6.46233 1.03714 37.588 6.46233 0.969559 75.672
54 6.58542 1.12479 40.122 6.58542 0.975336 80.071
55 6.70851 1.0933 42.678 6.70851 0.988374 84.697
56 6.83161 1.03941 45.198 6.83161 1.01674 89.632
57 6.9547 1.09846 47.958 6.9547 1.03435 94.835
58 7.07779 1.03292 50.646 7.07779 1.03803 100.243
59 7.20088 0.992714 53.32 7.20088 1.02733 105.783
60 7.32397 1.01633 56.152 7.32397 1.0422 111.597
61 7.44707 0.961489 58.922 7.44707 1.00751 117.408
62 7.57016 0.986909 61.86 7.57016 1.04733 123.65
63 7.69325 0.92826 64.714 7.69325 1.04284 130.069
64 7.81634 0.99378 67.868 7.81634 0.998295 136.412
65 7.93943 0.999241 71.14 7.93943 0.996869 142.947
66 8.06253 1.03174 74.624 8.06253 1.0032 149.729
67 8.18562 1.00899 78.136 8.18562 0.995356 156.665
68 8.30871 0.980992 81.654 8.30871 0.9977 163.828
69 8.4318 1.01267 85.394 8.4318 0.998403 171.21
70 8.55489 1.0253 89.292 8.55489 0.972638 178.613
71 8.67799 1.03016 93.322 8.67799 1.00155 186.457
72 8.80108 1.0095 97.384 8.80108 0.989745 194.43
73 8.92417 1.03357 101.66 8.92417 1.00501 202.754
74 9.04726 0.999523 105.91 9.04726 0.986189 211.149
75 9.17035 1.0095 110.32 9.17035 0.990421 219.811
76 9.29345 0.956186 114.61 9.29345 0.989074 228.695
77 9.41654 0.960008 119.032 9.41654 0.996243 237.882
78 9.53963 0.947663 123.512 9.53963 0.988768 247.24
79 9.66272 0.997896 128.352 9.66272 0.996074 256.912
80 9.78581 0.98662 133.26 9.78581 1.00511 266.922
81 9.90891 0.970102 138.208 9.90891 0.990579 277.037
82 10.032 1.00306 143.452 10.032 0.999956 287.503
83 10.1551 0.990838 148.76 10.1551 0.99106 298.132
84 10.2782 1.02155 154.366 10.2782 0.990675 309.016
85 10.4013 1.00321 160.004 10.4013 0.999274 320.259
86 10.5244 1.02055 165.876 10.5244 1.00807 331.871
87 10.6475 1.02256 171.898 10.6475 1.00076 343.67
88 10.7706 1.02521 178.076 10.7706 1.00959 355.85
89 10.8936 1.00574 184.276 10.8936 1.00238 368.221
90 11.0167 1.02495 190.738 11.0167 1.01275 381.004
91 11.1398 1.01297 197.268 11.1398 1.02784 394.269
92 11.2629 1.00279 203.876 11.2629 1.01012 407.595
93 11.386 0.989538 210.54 11.386 1.00494 421.144
94 11.5091 1.02109 217.566 11.5091 1.00229 434.951
95 11.6322 1.00444 224.626 11.6322 0.999168 449.011
96 11.7553 0.980725 231.666 11.7553 0.991712 463.263
97 11.8784 0.984517 238.882 11.8784 0.980329 477.648
98 12.0015 0.969771 246.138 12.0015 0.98222 492.361
99 12.1246 1.01173 253.864 12.1246 1.00588 507.739
100 12.2477 1.01844 261.8 12.2477 0.990631 523.193
33000 100
1 0.061546 0 0 0.061546 0 0
2 0.184638 0 0 0.184638 0 0
3 0.30773 0 0 0.30773 0 0
4 0.430822 0 0 0.430822 0 0
5 0.553914 0 0 0.553914 0 0
6 0.677006 0 0 0.677006 0 0
7 0.800098 0 0 0.800098 0 0
8 0.92319 0 0 0.92319 0 0
9 1.04628 0 0 1.04628 0 0
10 1.16937 0 0 1.16937 0 0
11 1.29247 0 0 1.29247 0 0
12 1.41556 0 0 1.41556 0 0
13 1.53865 0 0 1.53865 0.0609922 0.015
14 1.66174 0 0 1.66174 0.829747 0.253
15 1.78483 0 0 1.78483 1.98258 0.909
16 1.90793 0 0 1.90793 1.38861 1.434
17 2.03102 0 0 2.03102 0.672243 1.722
18 2.15411 0 0 2.15411 0.263539 1.849
19 2.2772 0 0 2.2772 0.154122 1.932
20 2.40029 0 0 2.40029 0.096939 1.99
21 2.52339 0.339097 0.112 2.52339 0.104349 2.059
22 2.64648 2.68104 1.086 2.64648 0.196615 2.202
23 2.76957 3.52882 2.49 2.76957 0.43564 2.549
24 2.89266 2.00455 3.36 2.89266 0.851658 3.289
25 3.01575 0.970895 3.818 3.01575 1.31194 4.528
26 3.13885 0.504874 4.076 3.13885 1.67928 6.246
27 3.26194 0.547221 4.378 3.26194 1.5287 7.935
28 3.38503 0.541804 4.7 3.38503 1.37501 9.571
29 3.50812 0.623517 5.098 3.50812 1.24266 11.159
30 3.63121 0.725263 5.594 3.63121 1.04225 12.586
31 3.75431 0.864526 6.226 3.75431 0.966153 14
32 3.8774 1.06187 7.054 3.8774 1.01597 15.586
33 4.00049 1.065 7.938 4.00049 1.0176 17.277
34 4.12358 1.11123 8.918 4.12358 0.980415 19.008
35 4.24667 1.27227 10.108 4.24667 1.00985 20.899
36 4.36977 1.29248 11.388 4.36977 1.00218 22.886
37 4.49286 1.26848 12.716 4.49286 0.996214 24.974
38 4.61595 1.22888 14.074 4.61595 1.00753 27.203
39 4.73904 1.20537 15.478 4.73904 1.02062 29.583
40 4.86213 1.14185 16.878 4.86213 1.02338 32.095
41 4.98523 1.01479 18.186 4.98523 1.0533 34.813
42 5.10832 0.978296 19.51 5.10832 1.00647 37.54
43 5.23141 0.924348 20.822 5.23141 1.03216 40.473
44 5.3545 0.864854 22.108 5.3545 1.00844 43.475
45 5.47759 0.821281 23.386 5.47759 1.01627 46.641
46 5.60069 0.756074 24.616 5.60069 0.998186 49.892
47 5.72378 0.816895 26.004 5.72378 0.955717 53.143
48 5.84687 0.850545 27.512 5.84687 0.949427 56.513
49 5.96996 0.894821 29.166 5.96996 0.94554 60.012
50 6.09305 0.956674 31.008 6.09305 0.943524 63.649
51 6.21615 1.00399 33.02 6.21615 0.92572 67.363
52 6.33924 1.05559 35.22 6.33924 0.932301 71.253
53 6.46233 1.08871 37.578 6.46233 0.970693 75.462
54 6.58542 1.08307 40.014 6.58542 0.978274 79.867
55 6.70851 1.13281 42.658 6.70851 0.988502 84.486
56 6.83161 1.08492 45.284 6.83161 1.01883 89.423
57 6.9547 1.07795 47.988 6.9547 1.04182 94.655
58 7.07779 1.02462 50.65 7.07779 1.04858 100.109
59 7.20088 0.940801 53.18 7.20088 1.02344 105.619
60 7.32397 0.995715 55.95 7.32397 1.04876 111.46
61 7.44707 1.01383 58.866 7.44707 1.0314 117.399
62 7.57016 0.984496 61.792 7.57016 1.04351 123.608
63 7.69325 0.989081 64.828 7.69325 1.01071 129.819
64 7.81634 0.97648 67.922 7.81634 1.03588 136.39
65 7.93943 0.955002 71.044 7.93943 1.00508 142.968
66 8.06253 1.00259 74.424 8.06253 0.978329 149.571
67 8.18562 1.02677 77.992 8.18562 0.992969 156.479
68 8.30871 1.06696 81.812 8.30871 0.991251 163.584
69 8.4318 0.994267 85.478 8.4318 0.978642 170.808
70 8.55489 0.975873 89.182 8.55489 0.997927 178.391
71 8.67799 1.06207 93.33 8.67799 0.980689 186.059
72 8.80108 0.978302 97.26 8.80108 0.995975 194.069
73 8.92417 0.999923 101.39 8.92417 0.981025 202.181
74 9.04726 1.01012 105.678 9.04726 1.00793 210.747
75 9.17035 0.968052 109.9 9.17035 1.0129 219.591
76 9.29345 0.991694 114.342 9.29345 0.995944 228.522
77 9.41654 0.961153 118.762 9.41654 0.992235 237.657
78 9.53963 0.952612 123.258 9.53963 0.990078 247.012
79 9.66272 0.976409 127.986 9.66272 0.986057 256.571
80 9.78581 1.00637 132.984 9.78581 0.98806 266.395
81 9.90891 1.0149 138.152 9.90891 0.991817 276.506
82 10.032 1.00624 143.404 10.032 0.996721 286.921
83 10.1551 0.998826 148.746 10.1551 0.988115 297.501
84 10.2782 0.998774 154.218 10.2782 1.00088 308.479
85 10.4013 1.01021 159.886 10.4013 1.00555 319.774
86 10.5244 0.977663 165.502 10.5244 1.03321 331.656
87 10.6475 1.06608 171.77 10.6475 1.00385 343.472
88 10.7706 1.01426 177.872 10.7706 0.996976 355.48
89 10.8936 1.01617 184.126 10.8936 1.00452 367.857
90 11.0167 1.03744 190.656 11.0167 1.01331 380.626
91 11.1398 0.996924 197.072 11.1398 1.01215 393.667
92 11.2629 0.977077 203.5 11.2629 1.00366 406.886
93 11.386 1.00128 210.232 11.386 1.01766 420.584
94 11.5091 0.977357 216.946 11.5091 1.00408 434.393
95 11.6322 1.01008 224.034 11.6322 0.986362 448.25
96 11.7553 1.02755 231.398 11.7553 0.986235 462.4
97 11.8784 0.998983 238.708 11.8784 0.994162 476.964
98 12.0015 0.952358 245.822 12.0015 0.986779 491.721
99 12.1246 0.997915 253.43 12.1246 0.993248 506.881
100 12.2477 0.990812 261.138 12.2477 0.983529 522.199
33100 100
1 0.061546 0 0 0.061546 0 0
2 0.184638 0 0 0.184638 0 0
3 0.30773 0 0 0.30773 0 0
4 0.430822 0 0 0.430822 0 0
5 0.553914 0 0 0.553914 0 0
6 0.677006 0 0 0.677006 0 0
7 0.800098 0 0 0.800098 0 0
8 0.92319 0 0 0.92319 0 0
9 1.04628 0 0 1.04628 0 0
10 1.16937 0 0 1.16937 0 0
11 1.29247 0 0 1.29247 0 0
12 1.41556 0 0 1.41556 0 0
13 1.53865 0 0 1.53865 0.0163427 0.004
14 1.66174 0 0 1.66174 0.879271 0.255
15 1.78483 0 0 1.78483 1.91011 0.884
16 1.90793 0 0 1.90793 1.43248 1.423
17 2.03102 0 0 2.03102 0.694235 1.719
18 2.15411 0 0 2.15411 0.30025 1.863
19 2.2772 0 0 2.2772 0.113814 1.924
20 2.40029 0 0 2.40029 0.0839694 1.974
21 2.52339 0.328556 0.108 2.52339 0.0805374 2.027
22 2.64648 2.62753 1.058 2.64648 0.17131 2.151
23 2.76957 3.4599 2.428 2.76957 0.413764 2.479
24 2.89266 2.15309 3.358 2.89266 0.822212 3.19
25 3.01575 0.881836 3.772 3.01575 1.42889 4.533
